country,stateprovince,county,collectioncode,catalognumber,locality,scientificname,decimallatitude,decimallongitude,daycollected,monthcollected,yearcollected
Brasil,Estado de Mato Grosso,Sapezal,LIRP,18476,"Rio Juruena, PCH Telegráfica",Characidium sp.,-12.8497222,-58.9266667,01,04,2014
Brasil,Estado de Minas Gerais,Paracatu,LIRP,3235,"Ribeirão da Batalha, na Fazenda Batalha (Pedro Quaresma)",Characidium sp.,-17.4236111,-47.4530556,27,04,2002
Brasil,Estado de Mato Grosso do Sul,Bodoquena,LIRP,5528,"Córrego Seco, na ponte da linha do Salobra, assentamento Canaã",Characidium borellii,-20.6786111,-56.7536111,02,09,2004
Brasil,Estado de Goias,Santa Rita Do Araguaia,LIRP,4475,"Areeiro do Rio Araguaia, acima da Cachoeira de Couto Magalhães",Characidium zebra,-17.3255996704102,-53.2052993774414,05,08,2002
Brasil,Estado de Sao Paulo,Ilha do Cardoso,LIRP,3172,Poço das Antas,Characidium sp.,0,0,02,08,2001
Brasil,Estado de Santa Catarina,Ibirama,LIRP,17540,"Bacia do Rio Itapemirim,Córrego Danta, afluente do Rio Santa Clara, Distrito Santa Marta",Characidium sp.,-20.4684722222,-41.7077222222,20,03,2020
Brasil,Estado de Goias,Campo Alegre De Goias,LIRP,3640,"Ribeirão Pirapitinga, próx. ao alambique da Faz. Pirapitinga",Characidium sp.,-17.8033333,-47.6986111,24,07,2002
Brasil,Estado de Sao Paulo,Cajuru,LIRP,153,Córrego das Pedras: Rio Pardo,Characidium fasciatum,-21.4166667,-47.2666667,31,12,1983
Brasil,Estado de Mato Grosso,Canarana,LIRP,3936,Confluência do Rib. do Cervo e do Córrego do Gato,Characidium sp.,-13.1538889,-51.9219444,21,01,2002
Brasil,Estado de Mato Grosso,Primavera Do Leste,LIRP,5285,"Córrego Xavante, na estrada que vai para a usina Culuene, saindo da MT- 130",Characidium xavante,-14.64,-53.9272222,18,01,2002
Brasil,Estado de Sao Paulo,Luis Antonio,LIRP,2013,"Rio Mogi-Guaçú, próximo à Estação ecológica de Jataí",Characidium sp.,-21.6122222,-47.8191667,07,11,2000
Brasil,Estado de Sao Paulo,Sao Simao,LIRP,10960,Rio Mogi Mirim,Characidium zebra,-21.5902778,-47.9536111,12,09,2013
Brasil,Estado de Sao Paulo,Caraguatatuba,LIRP,12192,Rio Cumburu; afluente do Rio Juqueriquere,Characidium pterostictum,-23.6413888889,-45.4969444444,27,04,2015
Brasil,Estado de Mato Grosso,Campos De Julio,LIRP,15083,"Rio Formiga, PCH Divisa",Characidium sp.,-13.3672222222,-59.1433333333,01,08,2012
Brasil,Estado de Sao Paulo,Ubatuba,LIRP,17582,"Rio Iriri, afluente s/ nome; Ubatumirim, ponto Impactado 03",Characidium vidali,-23.304444,-44.865556,29,03,2019
Brasil,Estado de Mato Grosso,Alto Araguaia,LIRP,4448,Cabeceiras do córrego Rico,Characidium sp.,-17.3146991729736,-53.2153015136719,08,08,2002
Brasil,Estado de Mato Grosso,Sapezal,LIRP,18810,"Rio Juruena, PCH Rondon",Characidium sp.,-12.9105556,-58.9180556,01,04,2014
Brasil,Estado de Sao Paulo,Cajuru,LIRP,42,"Fazenda Santa Carlota, Ribeirão sem nome ou Barra Branca, Rio Pardo",Characidium gomesi,-21.4833333,-47.2833333,14,11,1993
Brasil,Estado de Mato Grosso,Sapezal,LIRP,12387,"Rio Juruena, PCH Telegráfica",Characidium zebra,-12.8497222,-58.9266667,01,09,2015
Brasil,Estado de Sao Paulo,Luis Antonio,LIRP,8057,Lagoa do Diogo,Characidium zebra,-21.615,-47.8144444,21,09,2010
Brasil,Estado de Santa Catarina,Ibirama,LIRP,17544,"Bacia do Rio Itapemirim,Córrego Danta, afluente do Rio Santa Clara, Distrito Santa Marta",Characidium sp.,-20.4684722222,-41.7077222222,20,03,2020
Brasil,Estado de Mato Grosso do Sul,Bela Vista,LIRP,5539,"Rio Caracol, na ponte da BR-267",Characidium borellii,-21.6813889,-56.7630556,31,08,2004
Brasil,Estado de Sao Paulo,Teodoro Sampaio,LIRP,2513,Não especificada,Characidium zebra,-22.5080556,-52.4352778,06,08,2000
Brasil,Estado de Sao Paulo,Guara,LIRP,3516,"Córrego São José ou Bocaina, sub-bacia do Sapucaí-Grande - SPG064",Characidium zebra,-20.4888889,-47.7630556,24,03,2002
Brasil,Estado do Espirito Santo,Iuna,LIRP,17527,"Bacia do Rio Itapemirim, Rio Pedregulho, afluente do Rio Santa Clara, Santa Cruz Urupí.",Characidium sp.,-20.3481111111,-41.7287777778,19,03,2020
Brasil,Estado do Rio Grande do Sul,Osorio,LIRP,446,Rio Sanga Funda,Characidium sp.,-29.45,-50.1,12,02,1988
Brasil,Estado de Sao Paulo,Pariquera-Acu,LIRP,999,"Rio Pariquera-Mirim, Parque Estadual Campina do Encantado",Characidium sp.,-24.5505556,-47.7369444,16,08,2000
Brasil,Estado da Bahia,Nova Lídice,LIRP,13827,Rio Itanhem (Also Known As Alcobaca) approximately 15 km W of Nova Lidice Off Ba-290. Side Branch of Main River Channel W/ Large Deep and Shallow Pools and Rocky/Boulder Area; a Little Down River From 3.2. (Coordinates Are For Nova Lidice.),Characidium sp.,-17.42,-40.07,16,07,1991
Brasil,Estado de Mato Grosso,Tesouro,LIRP,6152,"Rio das Garças, a montante da futura AHE Foz do Bandeira. Lagoa marginal com comunicação na margem direita",Characidium sp.,-16.0792007446289,-53.5525016784668,26,06,2007
Brasil,Estado de Mato Grosso,Sapezal,LIRP,18809,"Rio Juruena, PCH Rondon",Characidium sp.,-12.9105556,-58.9180556,01,04,2014
Brasil,Estado de Sao Paulo,Luis Antonio,LIRP,9729,"Rio Mogi-Guaçú, próximo à Estação ecológica de Jataí",Characidium zebra,-21.6122222,-47.8247222,29,09,2012
Brasil,Estado de Sao Paulo,Cajuru,LIRP,7754,"Rio Tamanduá, Chácara Sonho Encantado",Characidium sp.,-21.2700004577637,-47.2999992370605,13,04,2008
Brasil,Estado de Goias,Catalao,LIRP,3258,"Córrego da Prata, afluente do Rio São Marcos",Characidium sp.,-17.7905556,-47.5966667,25,04,2002
Brasil,Estado de Sao Paulo,Leme,LIRP,5680,"Córrego do Sapezal, afluente da margem direita do ribeirão do Meio, afluente da margem esquerda do Rio Mogi-Guaçú",Characidium zebra,-22.0966667,-47.3108333,04,10,2005
Brasil,Estado de Sao Paulo,Ubatuba,LIRP,17615,"Rio Iriri, afluente s/ nome; Ubatumirim, ponto Impactado 01",Characidium lauroi,-23.292556,-44.869833,26,03,2019
Brasil,Estado de Mato Grosso do Sul,Bonito,LIRP,5526,"Córrego Seputá (carta) ou Três Morros (placa), afluente do Rio Perdido, na ponte da MS-382",Characidium cf. zebra,-21.0644444,-56.7408333,28,08,2004
Brasil,Estado de Sao Paulo,Ubatuba,LIRP,17616,"Rio Iriri, afluente s/ nome; Ubatumirim, ponto Impactado 01",Characidium lauroi,-23.292556,-44.869833,26,03,2019
Brasil,Estado de Tocantins,Porto Nacional,LIRP,11084,"Córrego dos Vidros, próximo da rodovia TO #?# 070, afluente da represa de Lageado, entre os distritos de Pinheirópolis e Brejinho de Nazaré",Characidium zebra,10.9558333,-48.5319444,01,05,2014
Brasil,Estado de Sao Paulo,Guapiacu,LIRP,2532,"Córretgo do Modesto, Estância Santa Rita. Sub-bacia do Turvo-Grande TUG053",Characidium zebra,-20.7311111,-49.2430556,14,07,2001
Brasil,Estado de Mato Grosso,Sapezal,LIRP,18403,"Rio Juruena, PCH Telegráfica",Characidium sp.,-12.8497222,-58.9266667,01,04,2014
Brasil,Estado do Rio de Janeiro,Itatiaia,LIRP,17713,"Rio Bonito, afluente do rio Campo Belo; Entorno Parque Nacional de Itatiaia, ponto Impactado 01",Characidium lauroi,-22.468611,-44.583306,02,11,2019
Brasil,Estado de Mato Grosso,Sapezal,LIRP,18786,"Rio Juruena, PCH Rondon",Characidium sp.,-12.9105556,-58.9180556,01,04,2014
Brasil,Estado de Mato Grosso do Sul,Bonito,LIRP,5530,"Rio Formoso, na chácara Morada do Rio (Angela e Liglauber), a aproximadamente 15 km da foz",Characidium cf. zebra,-21.0791667,-56.3391667,29,08,2004
Brasil,Mato Grosso,Paranaíta,CPUFMT,2629,"Rio Paranaíta, montante da Rodovia MT-206",Characidium aff. declivirostre,-9.61,-56.64,18,06,2012
Brasil,Pará,Itaituba,CPUFMT,2055,Rio das Arraias (Ponto05),Characidium aff. pteroides,-6.3898863834,-55.570788588,02,12,2013
Brasil,Mato Grosso,Santo Antônio do Leverger,CPUFMT,138,Área alagada as margens da estrada entre Santo Antonio do Levejer e Barão de Melgaço,Characidium aff zebra,-16.012222222,-55.9,10,05,2006
Brasil,Mato Grosso,Rondonópolis,CPUFMT,1592,Córrego Lourencinho (area urbano),Characidium aff. zebra,-16.302549,-54.371886,16,06,2011
Brasil,Mato Grosso,Rondonópolis,CPUFMT,1643,Corrego Escondidinho (area rural),Characidium aff. zebra,-16.262886,-54.405857,25,08,2010
Brasil,Mato Grosso,Rondonópolis,CPUFMT,1680,Córrego Queixada (area rural),Characidium aff. zebra,-16.251312,-54.392219,30,10,2010
Brasil,Mato Grosso,Rondonópolis,CPUFMT,1766,Corrego Macaco (area rural),Characidium aff. zebra,-16.244279,-54.371324,22,08,2010
Brasil,Mato Grosso,Rondonópolis,CPUFMT,1810,Córrego Queixada (area urbana),Characidium aff. zebra,-16.252268,-54.381328,25,09,2010
Brasil,Mato Grosso,Rondonópolis,CPUFMT,1816,Córrego Escondidinho (area urbano),Characidium aff. zebra,-16.283349,-54.405553,09,06,2011
Brasil,Mato Grosso,Rondonópolis,CPUFMT,1831,Córrego Lajeadinho (area rural),Characidium aff. zebra,-16.250322,-54.375566,02,06,2011
Brasil,Mato Grosso,Rondonópolis,CPUFMT,1847,Corrego Macaco (area urbano),Characidium aff. zebra,-16.252102,-54.370619,01,06,2011
Brasil,Mato Grosso,Rondonópolis,CPUFMT,1852,Córrego Macaco (area rural),Characidium aff. zebra,-16.244279,-54.371324,31,05,2011
Brasil,Mato Grosso,Rondonópolis,CPUFMT,1883,Corrego Escondidinho (area urbano),Characidium aff. zebra,-16.283349,-54.405553,25,08,2010
Brasil,Mato Grosso,Paranaíta,CPUFMT,2677,Rio São Benedito,Characidium aff. zebra,-9.105,-57.03286111,18,06,2012
Brasil,Mato Grosso,Barra do Garças,CPUFMT,2950,Córrego Cova,Characidium aff. zebra,-15.593472207,-52.252548966,18,11,2009
Brasil,Mato Grosso,Itiquira,CPUFMT,3160,Rio Itiquira,Characidium aff. zebra,-17.085277778,-54.928333333,11,08,2011
Brasil,Mato Grosso,Juara,CPUFMT,4143,Baixo Rio São João da Barra (jusante da junção),Characidium aff. zebra,-10.339147222,-57.680966667,07,08,2007
Brasil,Mato Grosso,N. S. do Livramento,CPUFMT,533,Baia dos Coqueiros,Characidium aff. zebra,-16.371805556,-56.29725,02,10,2008
Brasil,Mato Grosso,Juara,CPUFMT,799,Afluente do Rio Matrinxã,Characidium aff. zebra,-10.345811111,-57.676669444,06,08,2007
Brasil,Mato Grosso,Juara,CPUFMT,805,Alto Rio São João da Barra (Reservatório),Characidium aff. zebra,-10.350175,-57.717263889,08,08,2007
Brasil,Mato Grosso,Araguaiana,CPUFMT,894,"Fazenda São Carlos, BR158, Km39, Rio Capão Bonito, afluente do rio Correntes",Characidium cf. diclivirostre,-15.667222222,-52.138055556,26,08,2009
Brasil,Minas Gerais,Bonfinópolis de Minas,CPUFMT,60,"Ribeirão das Almas, afluente do Ribeirão Santa Cruz",Characidium cf. lagosantense,-16.406777778,-46.322833333,12,02,2009
Brasil,Minas Gerais,Bonfinópolis de Minas,CPUFMT,64,Ribeirão Santo André na fazenda Imbé,Characidium cf. lagosantense,-16.374361111,-46.30375,12,02,2009
Brasil,Mato Grosso,Rosário Oeste,CPUFMT,165,"Córrego Pedregulho, Trecho 2",Characidium cf. nupelia,-14.52563889,-55.43163889,26,08,2008
Brasil,Mato Grosso,Comodoro,CPUFMT,2930,Ribeirão 44,Characidium cf. zebra,-14.020005,-59.682763,12,02,2015
Brasil,Rondônia,Pimenta Bueno,CPUFMT,351,"Rio Roosevelt, Sítio do Sr. Pedro Machado",Characidium cf. zebra,-11.67917,-60.44901,29,11,2009
Brasil,Rondônia,Pimenta Bueno,CPUFMT,357,"Rio Roosevelt, imediatamente acima da ponte da aldeia Cinta Larga (Aldeira do João Bravo)",Characidium cf. zebra,-11.64251,-60.45312,30,11,2009
Brasil,Mato Grosso,Nova Brasilandia,CPUFMT,404,Ribeirão Jaime Campos na Fazenda Jaime Campos,Characidium cf. zebra,-14.63683,-55.37896,14,03,2010
Brasil,Mato Grosso,Campinápolis,CPUFMT,635,"Rio Culuene, na escada de peixes da PCH Paranatinga 2",Characidium cf. zebra,-13.849166667,-53.256388889,14,07,2010
Brasil,Mato Grosso,Juara,CPUFMT,822,Afluente do Rio São Jõao da Barra,Characidium cf. zebra,-10.355772222,-57.689588889,11,08,2007
Brasil,Mato Grosso,Vila Bela da Sta Trindade,CPUFMT,877,"Serra da Borda, Rio Areias",Characidium cf. zebra,-14.879,-59.879,02,03,2007
Brasil,Mato Grosso,Juara,CPUFMT,774,Rio Matrinxã (Alto),Characidium diclivirostre,-10.428222222,-57.634361111,09,08,2007
Brasil,Mato Grosso,Alto Araguaia,CPUFMT,701,Córrego Pinguelinha,Characidium gomesi,-17.32129,-53.58147,18,11,2010
Brasil,Mato Grosso,Juara,CPUFMT,833,Baixo Rio São João da Barra (jusante da junção),Characidium hasemani,-10.339147222,-57.680966667,07,08,2007
Brasil,Mato Grosso,Poconé,CPUFMT,1344,"Corixão, Canal (corixo) marginal do Rio Cuiabá",Characidium laterale,-16.31334,-56.23235,04,11,2010
Brasil,Pará,Primavera,CPUFMT,1110,Rio das Pedras,Characidium sp,-0.95220778203,-47.116679116,18,10,2011
Brasil,Pará,Primavera,CPUFMT,1124,Rio Tabocal,Characidium sp,-0.96043525458,-47.087331255,18,10,2011
Brasil,Pará,Primavera,CPUFMT,1173,Rio das Pedras,Characidium sp,-0.95220778203,-47.116679116,18,10,2011
Brasil,Pará,Primavera,CPUFMT,1209,Rio das Pedras,Characidium sp,-0.95220778203,-47.116679116,18,10,2011
Brasil,Pará,Primavera,CPUFMT,1299,Rio Tabocal,Characidium sp,-0.96043525458,-47.087331255,18,10,2011
Brasil,Mato Grosso,Nobres,CPUFMT,1514,Rio Serragem 1,Characidium sp,-14.682777778,-56.301305556,20,11,2012
Brasil,Minas Gerais,Bonfinópolis de Minas,CPUFMT,69,Represa artificial as margens da estada de terra,Characidium sp,-16.439805556,-46.001138889,12,02,2009
Brasil,Mato Grosso,Vila Bela da Sta Trindade,CPUFMT,883,"Serra da Borda, Córrego Longa Vida",Characidium sp,-14.879,-59.879,02,03,2007
Brasil,Mato Grosso,Nobres,CPUFMT,1540,Rio Nobres,Characidium sp.,-14.728277778,-56.318944444,21,11,2012
Brasil,Mato Grosso,Nobres,CPUFMT,1552,Rio Serragem 2,Characidium sp.,-14.632388889,-56.27225,20,11,2012
Brasil,Mato Grosso,Nobres,CPUFMT,1561,Rio Serragem 2,Characidium sp.,-14.632388889,-56.27225,20,11,2012
Brasil,Mato Grosso,Jaciara,CPUFMT,1894,PCH Mangaba,Characidium sp.,-15.992194444,-55.013611111,17,03,2010
Brasil,Mato Grosso,Lucas do Rio Verde,CPUFMT,207,Rio Verde em Lucas do Rio Verde,Characidium sp.,-12.995273699,-55.914165305,13,10,2007
Brasil,Mato Grosso,Santo Antônio do Leverger,CPUFMT,2463,Rio Itiquira na Área de influência da PCH Itiquira III,Characidium sp.,-17.090041,-54.915532,24,03,2011
Brasil,Mato Grosso,Santo Antônio do Leverger,CPUFMT,2469,Rio Itiquira na Área de influência da PCH Itiquira III,Characidium sp.,-17.090041,-54.915532,24,03,2011
Brasil,Mato Grosso,Vila Bela da Santíssima Trindade,CPUFMT,3109,Vila Bela - #?#Longa Vida#?#,Characidium sp.,-14.812371,-59.660231,17,04,2010
Brasil,Mato Grosso,Poconé,CPUFMT,3223,Rio Bento Gomes na MT-060 (rod. Transpantaneira),Characidium sp.,-16.43,-56.66,15,06,1986
Brasil,Mato Grosso,Santo Antônio do Leverger,CPUFMT,3877,Alagados de Campo de Fora,Characidium sp.,-16,-55.85,02,06,1994
Brasil,Mato Grosso,Poconé,CPUFMT,3998,Rio Bento Gomes na MT-060 (rod. Transpantaneira),Characidium sp.,-16.43,-56.66,29,09,1994
Brasil,Mato Grosso,Lucas do Rio Verde,CPUFMT,4252,"Rio Verde, Ponto Obra Sadia",Characidium sp.,-12.995228932,-55.914169419,18,04,2008
Brasil,Mato Grosso,Lucas do Rio Verde,CPUFMT,4279,"Rio Verde, Ponto 2 Montante",Characidium sp.,-13.043596112,-55.906677413,17,04,2008
Brasil,Mato Grosso,Alto Araguaia,CPUFMT,716,Afluente do Rio Ariranha,Characidium sp.,-17.35653,-53.63389,19,11,2010
Brasil,Mato Grosso,Juara,CPUFMT,797,Afluente do Rio Matrinxã,Characidium sp.,-10.345811111,-57.676669444,06,08,2007
Brasil,Mato Grosso,Vila Bela da Sta Trindade,CPUFMT,861,"Serra da Borda, Córrego Longa Vida",Characidium sp.,-14.879,-59.879,09,11,2005
Brasil,Mato Grosso,Araguaiana,CPUFMT,927,"Fazenda São Carlos, BR158, Km39, Rio Capão Bonito, afluente do rio Correntes",Characidium sp.,-15.667222222,-52.138055556,26,08,2009
Brasil,Pará,Santarém,CPUFMT,2242,Igarapé onça (Ponto18),Characidium sp. 1,-3.5598922287,-54.86869148,03,11,2014
Brasil,Pará,Santarém,CPUFMT,2243,Igarapé Preto (Ponto17),Characidium sp. 2,-3.7971203488,-54.816219033,03,11,2014
Brasil,Mato Grosso,Poconé,CPUFMT,1354,"Praia rio Cuiabá, PVI",Characidium zebra,-16.38564,-56.28155,04,11,2010
Brasil,Mato Grosso,Santo Antônio do Leverger,CPUFMT,1445,Rio Itiquira na Área de influência da PCH Itiquira III,Characidium zebra,-17.090041197,-54.915532497,24,03,2011
Brasil,Mato Grosso,Cuiabá,CPUFMT,1459,Córrego próximo ao lago do Manso,Characidium zebra,-15.24406667,-56.03473333,01,08,2012
Brasil,Mato Grosso,Jaciara,CPUFMT,1893,PCH Mangaba,Characidium zebra,-15.992194444,-55.013611111,17,03,2010
Brasil,Mato Grosso,Cuiabá,CPUFMT,2287,Córrego Aricazinho,Characidium zebra,-15.53916667,-55.91849722,25,10,2013
Brasil,Bahia,NA,MZFS,16492,Rio Utinga (coordenadas do trecho médio do rio),Characidium bahiensis,-12.349355,-41.168632,28,11,2008
Brasil,Bahia,Andaraí,MZFS,16494,Rio Santo Antônio no Marimbus Baiano (coordenadas estimadas),Characidium bahiensis,-12.7491,-41.335724,19,12,2011
Brasil,Bahia,Lençóis,MZFS,16716,Rio Santo Antônio no Marimbus do Remanso no Ponto 02 - Alagado (coordenadas estimadas),Characidium bahiensis,-12.653003,-41.33702,14,12,2013
Brasil,Bahia,Andaraí,MZFS,16730,Rio Santo Antônio no Marimbus Baiano Ponto 01 - Alagado (coordenadas estimadas),Characidium bahiensis,-12.745897,-41.316818,15,12,2012
Brasil,Bahia,Jeremoabo,MZFS,9082,Rio Vaza-Barris na Estrada de Brejo Grande a Brejo do Zé (coordenadas estimadas),Characidium bahiensis,-10.018771,-38.543433,17,11,2006
Brasil,Bahia,Jeremoabo,MZFS,9443,Rio Vaza-Barris sob a ponte na BR-110 (coordenadas estimadas),Characidium bahiensis,-10.093721,-38.325154,28,03,2007
NA,NA,NA,MZFS,17877,NA,Characidium bimaculatum,0,0,NA,NA,NA
NA,NA,NA,MZFS,17897,NA,Characidium bimaculatum,0,0,NA,NA,NA
Brasil,Bahia,Lençóis,MZFS,17958,Rio Lençóis em Serrano (coordenadas estimadas),Characidium bimaculatum,-12.564074,-41.398032,13,06,2016
Brasil,Bahia,São Desidério,MZFS,18777,"Rio Grande ""Ponto 02 - Marco Zero"" (coordenadas informadas pelos coletores)",Characidium bimaculatum,-12.5543833333333,-45.0940333333333,26,08,2022
Brasil,Bahia,Morro do Chapéu,MZFS,11941,Riacho do Umbu (coordenadas estimadas),Characidium fasciatum,-11.3778800964355,-41.3775939941406,23,07,2008
Brasil,Bahia,Morro do Chapéu,MZFS,11943,Riacho do Bonifácio em Ventura (coordenadas estimadas),Characidium fasciatum,-11.662214348772,-40.9646893902823,22,07,2008
Brasil,Bahia,Curaçá,MZFS,15529,Riacho Olho d'água. PPBio - Curaçá.,Characidium fasciatum,-8.99028,-39.909401,17,04,2011
Brasil,Bahia,São Desidério,MZFS,18801,"Rio Grande ""Ponto 03 - Remanso Grande, Vazão reduzida"" (coordenadas informadas pelos coletores)",Characidium fasciatum,-12.5445833333333,-45.1029833333333,23,08,2022
Brasil,Bahia,São Desidério,MZFS,18850,"Rio Grande ""Ponto 01 - Cabeceirinha "" (coordenadas informadas pelos coletores)",Characidium fasciatum,-12.5611167,-45.0840667,25,08,2022
Brasil,Bahia,Igrapiúna,MZFS,10285,Rio do Daniel na Reserva da Michelin (coordenadas estimadas),Characidium sp.,-13.8239843418035,-39.1727686729405,19,02,2008
Brasil,Bahia,Igrapiúna,MZFS,10293,Riacho do Berel na Reserva da Michelin (coordenadas da sede da reserva),Characidium sp.,-13.821577,-39.171047,17,12,2007
Brasil,Bahia,Igrapiúna,MZFS,10297,Rio do Daniel na Reserva da Michelin (coordenadas estimadas),Characidium sp.,-13.8239843418035,-39.1727686729405,19,02,2008
Brasil,Bahia,Igrapiúna,MZFS,10323,Rio da Vila 11 na Reserva da Michelin (coordenadas da sede da reserva),Characidium sp.,-13.815023,-39.170954,08,04,2008
Brasil,Bahia,Rafael Jambeiro,MZFS,10452,Fazenda Jaraguá (Rio Paraguaçu) (coordenadas estimadas),Characidium sp.,-12.5585787221789,-39.5436516329646,07,10,2006
Brasil,Bahia,Igrapiúna,MZFS,10523,Reserva da Michelin (coordenadas da sede da reserva),Characidium sp.,-13.821577,-39.171047,20,02,2008
Brasil,Bahia,Igrapiúna,MZFS,11132,Rio do Acácio na Reserva da Michelin (coordenadas da sede da reserva),Characidium sp.,-13.815023,-39.170954,07,08,2008
Brasil,Bahia,Morro do Chapéu,MZFS,11742,Rio do Ventura na Cachoeira Domingos Lopes (Cachoeira do Ventura) (coordenadas estimadas),Characidium sp.,-11.684978,-41.027862,22,07,2008
Brasil,Bahia,Morro do Chapéu,MZFS,12043,Rio Ventura,Characidium sp.,-11.55,-41.156101,13,02,2008
Brasil,Bahia,Morro do Chapéu,MZFS,12045,Rio Ventura,Characidium sp.,-11.55,-41.156101,13,02,2008
Brasil,Bahia,Morro do Chapéu,MZFS,12046,Tareco (coordenadas do povoado de Tareco),Characidium sp.,-11.4085517451167,-41.3729637488722,14,02,2008
Brasil,Bahia,Morro do Chapéu,MZFS,12082,Rio Salitre,Characidium sp.,-11.55,-41.156101,14,02,2008
Brasil,Bahia,Igrapiúna,MZFS,13142,Riacho da lagoa Vila 10 na Reserva da Michelin (coordenadas estimadas),Characidium sp.,-13.8369220774339,-39.2006603467488,19,02,2005
Brasil,Bahia,Igrapiúna,MZFS,13388,Riacho atras do CEB (mais distante) na Reserva da Michelin (coordenadas da CEB),Characidium sp.,-13.815023,-39.170954,21,10,2008
Brasil,Bahia,Iraquara,MZFS,13578,Rio Coxó (rio Santo Antônio) na Pratinha (coordenadas estimadas),Characidium sp.,-12.355558,-41.541564,22,04,2008
Brasil,Bahia,Lençóis,MZFS,13579,Ribeirão de Baixo (Rio Ribeirão) (coordenadas estimadas),Characidium sp.,-12.5860833333333,-41.3825277777778,23,06,2008
